36894.46468925339,36521.61132292786,36137.43257149305,35741.47785879111,35333.37185945967,34912.80315847648,34479.51384601036,34033.29086623561,33573.95967306646,33099.64719107977,32611.5311131093,32110.03673292022,31595.16880680352,31065.15572683568,30521.35059232926,29964.65742856173,29393.02098242721,28809.19643690713,28212.08402111932,27603.40842676023
37990.11320986346,37647.28447031078,37294.88539534887,36932.24685669584,36558.79958147351,36174.06551982238,35777.6473035633,35369.21713284205,34948.50621278599,34515.29560511368,34069.40909588295,33610.70843508762,33138.55842460194,32652.03224933089,32152.55083461884,31640.15763604913,31114.1948489752,30574.27422496681,30022.04732598471,29456.6065602125
38982.24527676602,38669.54933638556,38348.33379819161,38014.40189439847,37670.8012190393,37317.55407797259,36954.05630504706,36579.79884127667,36194.35806928206,35797.38514342076,35388.59547023716,34967.75924897134,34534.69372298055,34089.25754693022,33631.34745820286,33160.89726205772,32676.24032710311,32179.06918435013,31669.48527085063,31147.44451134662
39891.63221254623,39602.99170067413,39303.44900744256,38997.13826780854,38683.05527023913,38360.30333668692,38024.63422718099,37679.95029009954,37325.61035361672,36961.07142207061,36585.88009187963,36199.66252006271,35802.11412856176,35392.98999795107,34972.0966525457,34539.28569418936,34094.44952285997,33637.51919852069,33168.46435333869,32686.05632005467
40724.15691057928,40455.00631592113,40179.14752551126,39898.19436145062,39607.58839975453,39306.715193494,38998.85202705969,38683.07645027527,38358.59133670189,38021.7166220519,37675.74252588055,37320.16044237722,36954.48404652243,36578.3109774824,36191.3129353344,35793.22607920078,35383.8424817456,34963.00315304472,34530.59292583707,34086.53730593351
41487.16734412935,41239.00630607512,40982.92970144813,40723.82735228751,40453.14952929236,40175.58592894585,39892.59798020002,39600.50990913165,39297.97382398967,38988.29603760545,38670.63284043513,38344.26300696613,38006.57534895997,37659.191347655,37302.29653150932,36935.45672214977,36558.31638909473,36170.58919943975,35772.04927067945,35362.52369896838
42189.72345070668,41963.80018159883,41722.90100743454,41481.46900860764,41231.86223725554,40973.87765597496,40712.40598995271,40440.56856886656,40160.97165331299,39875.69981239647,39582.4463486773,39278.01993245599,38966.36277610653,38646.7050371665,38318.39490982788,37980.1248124975,37631.28347270608,37273.07047690505,36905.09962236881,36527.05857577
42842.61223772728,42626.88432740149,42408.66952088009,42179.97477425882,41951.73734744168,41709.63749513372,41465.72679574293,41214.96144314008,40954.73707933869,40690.65276606217,40417.87788673615,40136.02472124822,39848.31755482545,39553.79083720577,39247.62815739815,38933.90540039728,38612.21612010285,38281.97138009412,37942.68627480302,37592.96399361604
43445.93500967775,43245.96775490559,43039.56760528559,42829.7174467767,42611.65548747253,42392.19839752645,42161.18564674036,41929.96897169833,41687.22025604791,41440.57583207206,41188.81784981425,40926.12571607904,40659.2819759136,40385.68034543295,40101.43313909404,39811.21573397504,39514.14283967306,39207.53969512584,38891.72842133277,38568.02654659326
44009.585349664,43819.1550850327,43628.41337159736,43429.58169966815,43228.62692247365,43019.58473258441,42808.74325129087,42588.01274809094,42367.47037111154,42133.85336574755,41899.47578394694,41656.14973553734,41406.6110972486,41153.56694099777,40888.6288458862,40618.95354543105,40343.79768116713,40057.84519717879,39765.1025150549,39465.51602143314
